Dingus Terrortrousers|10:55:56, 11/11/09|<Sagensyg> Napoleon vs Europe was like Google vs Ask Jeeves
Legacy|00:00:00,01/01/01|<@Hack> hopefully i should be getting the phone line sorted on wednesday <@Hack> and then i'll be able to stay on for longer than 5 fucking minutes <@Ody> oh well, at least your connection lasts longer than your cars do :D <@Hack> owned ;[
Legacy|00:00:00,01/01/01|* Dareon has joined #ffonline <Roogle> Where have you been, Dareon? <Dareon> I have been pantsless and masturbating furiously. I figured you wouldn't really want me in here while I was doing it.
Legacy|00:00:00,01/01/01|<+Pr0phecy_> if anyone currently here was downloading earlyier, sorry bout that, my power cutt out :\ <waveracer> hey Pr0phecy_ not as bad as here <waveracer> I had the power shut off three times so far <+Ozzy_98> that's nothing <+Ozzy_98> power went out here in 95 <+Ozzy_98> still out
Legacy|00:00:00,01/01/01|<@Koushiro> \o/ ^\o/^ /o /o\ <@Koushiro> (It's fun to stay at the...)
Legacy|00:00:00,01/01/01|<GreenMage> great. i just accedentally flushed my dad's razor down the toilet
Legacy|00:00:00,01/01/01|<@lugnut> He's such a pussy when it comes to fighting centipedes, but he's all like "HEY, I'M BURT REYNOLDS AND I HAVE A TRANS-AM, I'M COOL"
Legacy|00:00:00,01/01/01|<Mr_Hahn> I'm going to go and build a shoenest now.
Legacy|00:00:00,01/01/01|<Madcow`> Well-well look. I already told you: I deal with the god damn customers so the engineers don't have to. I have people skills; I am good at dealing with people. Can't you understand that? What the hell is wrong with you people?
Legacy|00:00:00,01/01/01|<SHPAGHETTi> http://www.3dtotal.com/home2/gallery/images/big/1608.jpg <Koushiro> I'd hit it.
Legacy|00:00:00,01/01/01|<gorillaz> BIOTCH <Philip> This is the sound of no one caring, gorillaz. <Carny> now fuck off and go play in traffic
Legacy|00:00:00,01/01/01|<Carny> omfg <Jinx> omfg what? <Carny> I just caught my bollox on the corner of my desk ;_;
Legacy|00:00:00,01/01/01|<+elito> stfu u french speaking jew gay fag queer cock pussy! <+ChAoS_666> WTF I DONT SPEAK FRENCH YOU SLIMY EUROTRASH MIDGET FAGGOT!
Legacy|00:00:00,01/01/01|<David> The only kiwi I care about is Mark.
Legacy|00:00:00,01/01/01|* @cemical wanks furiously to Ashlee Simpson - Pieces Of Me at 3:00 of 3:39 (320kbps/44khz) song 1115 of 1292
Legacy|00:00:00,01/01/01|* mildaine pulls out his gay
Legacy|00:00:00,01/01/01|<@Rain> Man, tomorrow is gonna suck. <@Rain> Burrito + pizza + ice cream + sunflower seeds + jalapeno chips + Mt. Dew = oh fuck. <@Rain> Well, add that to the laxative effects of bud
Legacy|00:00:00,01/01/01|<Carny> I need to work on some 3d stuff and get them finished <Carny> but first masturbation time
Legacy|00:00:00,01/01/01|* LrgeBlackMan rapes a white woman
Legacy|00:00:00,01/01/01|<{v_v}> !Slave's homo-erotic pictures <{v_v}> hmm... not working for me either <SlaveZero> shit <SlaveZero> I really wanted to show you thoses double anal shots I ggot
Legacy|00:00:00,01/01/01|* jc is now known as fishandchipwithoutfishbutwithc * fishandchipwithoutfishbutwithc is now known as fishandchip-fish
Legacy|00:00:00,01/01/01|* tavaryn DDR in lobby with gf <tavaryn> gf <tavaryn> :{ <tavaryn> my guardian force and I are playing DDR.
Legacy|00:00:00,01/01/01|<foa> Jebus should dedicate his life to being a geese sheild <Jebus|HW> They're like, "Honk, honk" and I'm like "Rawr" and they're like *scream* *run*
Legacy|00:00:00,01/01/01|<Jebus|HW> Main problem is, its about one interesting event in my life. There ARE no interesting events in my life. <David> The first time you jacked off <David> "I touched my dick and shit came out of it"
Legacy|00:00:00,01/01/01|<Zack> The term "holy shit," I wonder how it came about. <Zack> Was it the shit of a holy man?
Legacy|00:00:00,01/01/01|<@SHPAGHETTi> Remember Sega master system? <@SHPAGHETTi> Ever play The New Zealand Story? <@SHPAGHETTi> It's possibly the worst game I've ever played. It makes me ashamed to be from New Zealand. <@SHPAGHETTi> You're this little Kiwi. And you jump around and collect Maoris.
Legacy|00:00:00,01/01/01|<SlaveZero> i wanna jerk it, but my hand are too cold
Legacy|00:00:00,01/01/01|<+Ozzy_96> BTW are you bitching about then <+Ozzy_96> err <+Ozzy_96> wtf
Legacy|00:00:00,01/01/01|<CtrlV> heh the barbie game is annoying <CtrlV> you just switch from person to person every 5 seconds
Legacy|00:00:00,01/01/01|<Genocidal> HomeDog: What's your system specs? <HomeDog> xp
Legacy|00:00:00,01/01/01|* supergear throws a big piece of shit at Anarchy^ <Anarchy^> thx <Anarchy^> im ascat man
Legacy|00:00:00,01/01/01|<Warriors> brb im going to shit my self <Warriors> aaaaaaaaaaaaaaa
Legacy|00:00:00,01/01/01|<@Koushiro> but now I'm an 8 year old girl in Arlington, Texas
Legacy|00:00:00,01/01/01|<@downuda> guys im getting the internet today
Legacy|00:00:00,01/01/01|<@{v_v}> yeah and you also couldn't download a file <@{v_v}> and I had to give detailed instructions <DemonHunt> you didnt have to <DemonHunt> you mocked me with instructions
Legacy|00:00:00,01/01/01|<@downuda> ok three monkeys walk into a bar <@downuda> ROFL!!!!
Legacy|00:00:00,01/01/01|<@lugnut> Hey, personally, I'd like to see someone shotgun a beer with their ass. <@lugnut> If that's not a cool party trick, what is? <@lugnut> And at the end, there's a poker game and the loser has to drink the rectal beer. <+Genocidal> It's still beer!
Legacy|00:00:00,01/01/01|<@Orbitalz> BEAST Beer = Best Everlasting Assified Solution To Beer <@{v_v}> BEAST = Best Ever Assembled Since Tequila <+Genocidal> BEAST = Bubbling Enematic Anal Shit Treats?
Legacy|00:00:00,01/01/01|<@downuda> In the mornings when I wake up I automatically play "Mission Impossible - Moby Remix" inside my head and I get up and get ready for the day like im a spy with a secret mission
Legacy|00:00:00,01/01/01|<@cemical> it's an offence for showing a gun in private
Legacy|00:00:00,01/01/01|<ShiNoTenshi> has a kid named barret keep messaging you? <Dareon> He apparently did it to everyone on the server. <Dareon> Ah well, he's z-lined, let's get back to the porn.
Legacy|00:00:00,01/01/01|<Naytheyus> man these dolls sound like the shit.. im reading the FAQ
Legacy|00:00:00,01/01/01|<poseur-> they should have real dolls of little kids
Legacy|00:00:00,01/01/01|<@Aa_AcE> do i look like a genious <@Aa_AcE> fucka
Legacy|00:00:00,01/01/01|<@downuda> i eat half a piece of bread a day
Legacy|00:00:00,01/01/01|<SHPAGHETTi> Yeah, Steve about three inches here.
Legacy|00:00:00,01/01/01|<@cemical> or 100 bucks, would you wank over a chick covered in poo? * cemical was kicked by hat (cemical)
Legacy|00:00:00,01/01/01|<@BroTown> if anyone of you have more than 3 children we have to give one to me <@BroTown> i'll love it like i adopted it
Legacy|00:00:00,01/01/01|<@TiCkLe^-^Me> you know i gotta say that i am, ejoying, adulthood <@TiCkLe^-^Me> For a number of reasons <@TiCkLe^-^Me> and i'll tell you reason number, one <@TiCkLe^-^Me> as an adult, if i want a cookie, i'll HAVE, a cookie <@TiCkLe^-^Me> okay? <@TiCkLe^-^Me> i have 3 cookies or 4 cookies... or 11 cookies, if-i-want <@TiCkLe^-^Me> many times i will intentionally my entire appetite <@TiCkLe^-^Me> just ruin it <@TiCkLe^-^Me> and then i call my mother up right after to tell her that i did it <@TiCkLe^-^Me> mum? yeah. i just ruined my entire appetite . Cookies <@TiCkLe^-^Me> cuz as adults we understand even if you ruin and appetite, theres another one coming right up behind it <@TiCkLe^-^Me> i've got millions of them. whenver-i-want
Legacy|00:00:00,01/01/01|<@daria_> whats teh difference between a hooker and a drug dealer? <@B11> One gives you sex, the other gives you drugs?
Legacy|00:00:00,01/01/01|<@downuda> im so stoned right now. <@downuda> .. ON CHOCOLATE
Legacy|00:00:00,01/01/01|A good freind will come bail you out of jail at two in the morning, a best freind will be sitting there beside you saying "that was f*%#in awsome.
Legacy|00:00:00,01/01/01|<@Cascade> There's almost more "Other People" online in my MSN list than "Caucasians"
Legacy|00:00:00,01/01/01|<@imaguy> Heh.. All I ever drink is cock and fanta. <@imaguy> FUCK
Legacy|00:00:00,01/01/01|<renny> GIBBUM DE OP HIM! <my_little_br> i'm going to fucking punch you faggit when i see u
Legacy|00:00:00,01/01/01|<RedSlime> the woody is good
Legacy|00:00:00,01/01/01|<o_O> I've got Linux! <David> Face got Linux for Christmas? <David> Dude. <David> You got jipped.
Legacy|00:00:00,01/01/01|<Sprayed> how do i delete my seed? <Sprayed> how do i get it off?
Legacy|00:00:00,01/01/01|<TSH> The only thing I've failed at is mIRC. <TSH> PJIRC is much better.
Legacy|00:00:00,01/01/01|<@Aydee> Oh! Tighter! Tighter, B11! <@Aydee> Oh, I like it tight.
Legacy|00:00:00,01/01/01|<GanonKill> oh shoot the NOA Fanboy Chat <GanonKill> i am missing it <GanonKill> bye gotta go chat with NOA
Legacy|00:00:00,01/01/01|<Resident0> what faggot uses action replay anyway <Death-Axe> I use action replay :/
Legacy|00:00:00,01/01/01|<Genocidal> I wish MAME had horse porn <Genocidal> With my mom in it
Legacy|00:00:00,01/01/01|<Genocidal> I wish [| was here
Legacy|00:00:00,01/01/01|<Kappa> http://health.yahoo.com/news/54668 <Kappa> gotta cure em all <+quinton> unfortunatly it's in america... they will be sued
Legacy|00:00:00,01/01/01|<zenor> ISnt there a program like WinISO that I can just use to edit the ISO file and then use alcohol to burn it? <[|> (Grendal69:UnitedUsers) what about winIso?
Legacy|00:00:00,01/01/01|<@That_Guy> cause your coming over to my place to help me find mums bananna cake <@MadcoWork> How do you lose a cake <@That_Guy> mum hid it :/ ...i've checked all her usual spots
Legacy|00:00:00,01/01/01|<mx187> hey peeps advent children is coming out in english to right?
Legacy|00:00:00,01/01/01|<||Wolf||> I do like I've done...left school
Legacy|00:00:00,01/01/01|<Tempest_> what do you think would be the steps to runing away from home ? <@Koushiro> well, first step, I would make sure I really wanted to do it -- this is not a thing to be done rashly <@Koushiro> secondly, I would procure an amount of money, preferably legally -- this depends on whether you want to just run or run from the law <@Koushiro> and thirdly, I would find myself dead in the middle of the road <@Madcow> 1. Pack bags 2. Leave home 3. Profit? 4. Dead.
Legacy|00:00:00,01/01/01|<Jebus> roses are #FF0000 <Jebus> violets are #0000FF <Jebus> all my base <Jebus> are belong to you
Legacy|00:00:00,01/01/01|<+SuperGear> sell your ass for money <+Shrp_Edge> yeh thats weekends only <+Shrp_Edge> when banks are close <@RedSlime> oh shit I forgot to give my landlord the rent check
Legacy|00:00:00,01/01/01|<%David> They say if every football fan this week talks about the Super Bowl for 10 minutes at work each day until Sunday, the US will lose over 1 billion dollars in productivity. xD
Legacy|00:00:00,01/01/01|<AuroGames> fap fap fap fap fap fap fap fap fap fap fap fap fap fap fap fap fap fap fap fap fap fap fap fap fap fap fap fap fap fap fap fap fap fap fap fap fap fap fap fap fap <AuroGames> anybody know what fap is/means?
Legacy|00:00:00,01/01/01|<Spiff> Well, yea, I was gonna ask a girl out but I found out she had the same last name as I and I began to think of how weird it would be
Legacy|00:00:00,01/01/01|<@cemical> Oh my god Mike <@cemical> Guess what! <@cemical> I have this new denon jacket, it's such a freak
Legacy|00:00:00,01/01/01|<two_face> she looks like a transvestite bro <Stubo> i know..shes still hot
Legacy|00:00:00,01/01/01|<@em0rox> fuck mountain dew <@em0rox> snort some cock <@em0rox> that'll wake you up
Legacy|00:00:00,01/01/01|<@That_Guy> Apparently Islam is going to take over the world in 50 years (someone told me). Hopefully by then i stone one of you fuckers :) <@Mr_Hahn> ... <@Mr_Hahn> Sometimes I wish you didn't exist
Legacy|00:00:00,01/01/01|<SinBitch> damn, no pirated copies of Turbo Tax <SinBitch> warez people must not pay taxes
Legacy|00:00:00,01/01/01|<spasedgoast> im so hardcore I can drink tvarscki and ratpiss
Legacy|00:00:00,01/01/01|<DecoyOcto> Am I the only one that faps to Gran Turismo 4 commercials?
Legacy|00:00:00,01/01/01|<@cemical> RETARDS ARE GAY AND SHIT
Legacy|00:00:00,01/01/01|<Resident0> i never fap during the day <Resident0> because if i do my dog stares at me <+Ozzy_98> fap at him
Legacy|00:00:00,01/01/01|<Krel> I want to have a baby <Krel> just so I can calculate the exact second at which the child will be pi years old
Legacy|00:00:00,01/01/01|* Joel was kicked by Proto (Chun-Li isn't your girlfriend.) <Joel> Why don't we ask her * Joel is now known as Chunny * Chunny was kicked by Proto (Joel isn't your boyfriend.)
Legacy|00:00:00,01/01/01|<TehBatman> OH MY GOD MY EYES ARE BLEEDING <TehBatman> wait <TehBatman> my bad <TehBatman> it's semen
Legacy|00:00:00,01/01/01|<@Madcow> Whoa, the pope died today? <@Koushiro> Yeah, like... this morning. <@Madcow> That means I win the office competition. Heheheh.
Legacy|00:00:00,01/01/01|<Cbc> WHY DO I HAVE A PAIR OF TWEEZERS ON MY COMPUTER DESK? <Mons_Pubis> Masturbation, I presume.
Legacy|00:00:00,01/01/01|<Meat_Puppet> My pub quizzes are just drunken fat men fisting fighting :( <Meat_Puppet> fisting? <Meat_Puppet> I meant fist.
Legacy|00:00:00,01/01/01|<Chubbzilla> new Aero Bubbles <Chubbzilla> they're like little spheres of aero chocolate <Chubbzilla> with mint round the outside <Chubbzilla> and omg they're yum <Chubbzilla> they're making me moist
Legacy|00:00:00,01/01/01|<@Krel> i felt it in my NOSE <@Krel> that was another "AAAAA the fuck did you just do?" moment xD
Legacy|00:00:00,01/01/01|<Iri> WTF is a Munty?
Legacy|00:00:00,01/01/01|<o_O> I've had 20 boyfriends and 18 raped me and the others left me for a prettier girl.
Legacy|00:00:00,01/01/01|<+enemy2K5> omg <+enemy2K5> wtf <+enemy2K5> i want bbq
Legacy|00:00:00,01/01/01|<foa> K, so if you were a palm tree, what kind would you be? <%Neel> There are different types of palm trees? <foa> Mother fucking retarded men
Legacy|00:00:00,01/01/01|<@thunda> i was driving with mum today and this asain guy walked accross the road and i said "dont worry about hitting him hes just asain" <@Mr_Hahn> What did she say? <@Mr_Hahn> "You're right, Rhys" and then hit him? <@thunda> she was inspired, and suddenly ascended to a higher being level like daniel off stargate SG1
Legacy|00:00:00,01/01/01|<@thunda> Yu-Gi-Oh!_Music_to_Duel_By_-_Yugioh!_Theme <@thunda> your move! your move your move <@thunda> YOOOURRRRRR MOVE <@thunda> YUUUUUUUUGIIIIIII OHHHHH <@thunda> fuck im so excited by this song <@thunda> heart beat gone up <@thunda> i feel like dancing or excerczing <@thunda> OR DUALING
Legacy|00:00:00,01/01/01|<NotYatta> knock knock <NotYatta> knock knock <NotYatta> KNOCK MOTHERFUCKING KNOCK <NotYatta> aw fuck it
Legacy|00:00:00,01/01/01|<Mark> Mike, I heard more clits from Octavarium today. <Mark> ... <Mark> And by clits <Mark> I mean clips. <Mark> wtf <Mark> P isn't even close to t.
Legacy|00:00:00,01/01/01|* @renny (~renny@210-86-58-134.jetstart.xtra.co.nz) Quit (Signed off) <@^MegaShArKz^> FUCK <@^MegaShArKz^> I WAS ABOUT TO FUCK HIM <@^MegaShArKz^> heakakkaKKAKAKAKAK{FI []7t ['h'dhg im so lonely
Legacy|00:00:00,01/01/01|<@hatk> That was naughty <@hatk> I opened an rar inside a zip <@hatk> I'm sure that it says something about that in the bible
Legacy|00:00:00,01/01/01|<SHPAGHETTi> That guy is a girl retard.
Legacy|00:00:00,01/01/01|<@Madcow> Zzz <@Madcow> AKA listening to music in bed <@hat> In Soviet Russia, bed lies on you.
Legacy|00:00:00,01/01/01|<@Necronopticous> If you had your own private moogle would you train it to perform oral sex on you? <Lynxoma> Yes.
Legacy|00:00:00,01/01/01|<@Institoris> sharks are a myth propegated by the guvernment to keep you from swimming to other countries
Legacy|00:00:00,01/01/01|<Cbc> I AM A 46 B D: <Cbc> Well, now that I know my bra size, I can apply this information to real life <Cbc> IF I WAS A DRAG QUEEN DDDDDDDDDDDDDDDDDD:
Legacy|00:00:00,01/01/01|<LogicMorriso> i want to dance with you when im listening to this song adam, but really what this song is more suited for is to rape you when your half into half not into it
Legacy|00:00:00,01/01/01|<downuda> i'd do all of them accept that asain, possibly even the asain if she turns out to be hawaian or something
Legacy|00:00:00,01/01/01|<PrincessRSL> I'm not even a dude.
Legacy|00:00:00,01/01/01|<downuda> personally i hate a rubber in my ass
Legacy|00:00:00,01/01/01|<downuda> yE YEAH <downuda> i have ny ird number <downuda> its 85-244-565346 <@Madcow> There's 3 too many numbers there... <downuda> hahahahah!
Legacy|00:00:00,01/01/01|<@downuda> one of those National billbords. <@downuda> 04MAORIS $chr(160) $chr(160) $chr(160) $chr(160) $chr(160) $chr(160) $chr(160) $chr(160) 12NO
Legacy|00:00:00,01/01/01|<downuda> hahah this is so cool but really funny.
Legacy|00:00:00,01/01/01|<@hatz> I could eat an entire colony of eskimos
Legacy|00:00:00,01/01/01|<Mr_Hahn> We here at #homeless work long and hard to keep this a politically correct channel.
Legacy|00:00:00,01/01/01|<DEATH> speaking of coloured people, whatever happened to ramon ;l <DEATH> he went on some 6 month river rafting adventure <DEATH> and never came back
Legacy|00:00:00,01/01/01|<@Koushiro> hey, look over there, it's a winter solstice <@downuda> whats a winter solistice <@Conspire> Shortest day. <@downuda> YES <@downuda> I HAVE BEEN WAITING FOR THIS day
Legacy|00:00:00,01/01/01|<downuda> my cock is like a shark to blood in the water - a great white shark can smell blood up to a kilometer away, and then it homes in and finds it - and so you can see my cock a kilometer away
Legacy|00:00:00,01/01/01|<@downuda> Good on you samoan girl <@downuda> paid me back today. doesnt change the fact that shes fat and ugly though
Legacy|00:00:00,01/01/01|<Madcow_> I often find myself doing that <Madcow_> Walking into old folks homes <Madcow_> whilst singing
Legacy|00:00:00,01/01/01|<Madcow> It's not a trend, it's just people getting stupider and stupider
Legacy|00:00:00,01/01/01|<hatk> What are you wearing renny?
Legacy|00:00:00,01/01/01|<That_Guy> Man yesterday i was so scared. I was driving and had to take a piss. So i stopped on the side of the motorway, i was about half way done (drunk over 2L of water) when it hit me. If a motorway patrol (the tv series type) came and stopped by i'd be sooo embarrest D:
Legacy|00:00:00,01/01/01|<downuda> "P.S. I'm gay. lol" - Jesus.
Legacy|00:00:00,01/01/01|<downuda> i'd be like <downuda> "i just said imagine if london fell into the ground. hey look london just fell into the ground"
Legacy|00:00:00,01/01/01|<Cbc> myspacebarfellout;_;
Legacy|00:00:00,01/01/01|<downuda> Speaking to James ferriss the other day. I came up with an execellent movie idea for Scientology. I said to james, "you know how mel gibson made christianty totally famous? Heaps of people joined or were thrilled to be christians after he made that movie. I think Tom Cruse should make a movie like that to make Scientology more famous. Instead of the story of jesus, make it about LRH's history. Call it, Passion of the Hubbard"
Legacy|00:00:00,01/01/01|<+Kirobaito> Sometimes I think that my dad is a virgin. <+Kirobaito> But then I remind myself of the impossibleness.
Legacy|00:00:00,01/01/01|<Hsu> YOU CANNOT STAND UP TO THE HSUNAMI
Legacy|00:00:00,01/01/01|<RSL> I'm so bored, I could eat a horse.
Legacy|00:00:00,01/01/01|* Kirobaito has quit IRC (Ping timeout)
Legacy|00:00:00,01/01/01|<spank> i like how you think <mark1> that's what i told your mom
Legacy|00:00:00,01/01/01|<downuda> i just stripped for james ferriss on msn using my webcam <downuda> got down to my boxers
Legacy|00:00:00,01/01/01|<renny> The world is a crazy place with mysterious hillarity, but thank god the back of my toothbrush can clean my tounge. Thank fucking god.
Legacy|00:00:00,01/01/01|<downuda> So where'd u buy the new harry potter book? <That_Guy> it's the last place you would want to be on your wedding night, wages that would make even Rambo scream <That_Guy> it is THE WAREHOUSE
Legacy|00:00:00,01/01/01|<downuda> im jesus when im hungover or after a really big fite <downuda> but god normally
Legacy|00:00:00,01/01/01|<foa> You know what they say in Tennessee. <Neel> Drink Jack Daniels? <Azar> Don't have sex with your sister more than once?
Legacy|00:00:00,01/01/01|<Dazed> whats wrong with kiwis? sheep are cool
Legacy|00:00:00,01/01/01|<Del_Snizz> I don't like quotes.
Legacy|00:00:00,01/01/01|<hatk> When it comes to the incest debate, I have a phrase: If she's keen, submarine.
Legacy|00:00:00,01/01/01|<RubyLapiz> Dark_Ifrit, I hate to break it to you, but there's easier ways to pm someone besdies DCC Chat
Legacy|00:00:00,01/01/01|* R sets mode: +vvvv P O R N
Legacy|00:00:00,01/01/01|<Denmark> I was about to say "I got laid today" in #eoff but I don't like lying.
Legacy|00:00:00,01/01/01|<Azar> foa what is your favorite Donkey <foa> My favorite Donkey is the one that used to live near us that chased cows around like it was a badass.
Legacy|00:00:00,01/01/01|<faster> i hear tell that weed makes your sperm taste like trout <faster> can anyone varify? <MoogleGirl> no <Azar> Never had trout. >.> <foa> xDDDDDDDDDDDDDDDD
Legacy|00:00:00,01/01/01|<catgut> tv1 just described David Lange as in a "stable condition" - I would have said, that with one leg, he would be in an *unstable* position
Legacy|00:00:00,01/01/01|<Chimp> I am a human retard ;p
Legacy|00:00:00,01/01/01|<[R]ubah-reading> joosux <Denmark> no you do :) <[R]ubah-reading> Not yet I haven't.
Legacy|00:00:00,01/01/01|<Denmark> I lost my underwear in the zoo :/
Legacy|00:00:00,01/01/01|<foa> Neel, that's hot. <foa> It makes me want to have your babies. Of course I know that can never happen. <Neel> Why not? <foa> Because you're so hot your hotness would solder my vagina shut.
Legacy|00:00:00,01/01/01|<Lord_Abortion> Man, I love poo.
Legacy|00:00:00,01/01/01|<Levian> Huh, weird. My boobs feels like watermelons!
Legacy|00:00:00,01/01/01|<Azar> I love crotches
Legacy|00:00:00,01/01/01|<Azar> I like to eat poodles.
Legacy|00:00:00,01/01/01|<%Neel|faked> 8=====================================================D <%Neel|faked> lol penis <Feel|naked> neel, they might just take yours away:(
Legacy|00:00:00,01/01/01|<bakuretsu_hakkei> don't poke smot, it'll brain your damage
Legacy|00:00:00,01/01/01|<Feel|naked> I feel naked! Oh so naked! I feel naked and bake-ed and bright
Legacy|00:00:00,01/01/01|<Joel> I wish I was a chick
Legacy|00:00:00,01/01/01|<Aexoden> You like me like Kane likes his dog <Kat> I use you for sex?
Legacy|00:00:00,01/01/01|<Proto> That's right. Go to bed with your left hand named Chunny. <Doomie> And your right hand named Ken
Legacy|00:00:00,01/01/01|<Madcow> my jellybaby has breasts <Lokifer> Disturbing.. <Lokifer> yet somehow arousing <Meryl> Did it taste better? <Madcow> i don't know, i'm going to have sex with it later.
Legacy|00:00:00,01/01/01|<frunk> my siamese fighting fish died while trying to kill me <frunk> he was making his way to my room, made it pretty far too
Legacy|00:00:00,01/01/01|<tan> they have hentai all over Japan. <tan> This is why they have so many earthquakes. God is angry at them xD
Legacy|00:00:00,01/01/01|<Charlie> I assumed the h was in there because you're brithish <Charlie> -h
Legacy|00:00:00,01/01/01|<EoFFChatter> wats do i do??? <EoFFChatter> im bleeding <EoFFChatter> no im really bleeding from the head <frunk> ok <frunk> let me get this straight <frunk> you are severly injured. so you come onto a java irc application seeking medical help <frunk> this is not your first head injury...is it?
Legacy|00:00:00,01/01/01|<Kyono|gone> MY DAD IS COMING
Legacy|00:00:00,01/01/01|* Neel is now known as {[]} <foa> That's like a weird vagina Neel, stop it.
Legacy|00:00:00,01/01/01|<VampireCrono> however, i wouldnt appreciate a small penis in my anus <Neel> What about a large one?
Legacy|00:00:00,01/01/01|<Resha> I DON'T. MASTURBATE
Legacy|00:00:00,01/01/01|<Necronopticous> My ex-girlfriend once said "You're the only guy I know who would stop in your car to pet a cat... Wait, actually you're the only person I know that would stop to pet a cat!"
Legacy|00:00:00,01/01/01|<MrOwl> My little sister used to eat sand, well... she put some in her mouth, then me and my older sister kept telling her to do it again. She was only about 3 years old, so I was about 9.
Legacy|00:00:00,01/01/01|<PiP> Hmmm...would I get more coverage in the Newspaper if I was sleeping with the Editor? <Lenna> Who, Marick? :P
Legacy|00:00:00,01/01/01|<PiP> Then Kishi said to Jebus <PiP> Post Tentacle hentai
Legacy|00:00:00,01/01/01|<Loony_BoB> Satan, begone. <Satan> k * Satan is now known as rubah
Legacy|00:00:00,01/01/01|<DarkCloud> i'd sleep with you Ruby ;) <rubah> who wouldn't? :(
Legacy|00:00:00,01/01/01|"<BakaNeko> Loony BoB is gay, I can prove this. <BakaNeko> If you look at every photo he has ever taken of himself it always involves an FHM calander featuring nude ladies <BakaNeko> Therefore hes hiding his sexualtiy, its not Matt in the closet but BoB :O"
Legacy|00:00:00,01/01/01|<tan>we even told the principal that, be he still made us sell gay-ass magazines <rubah> you sold gay porn mags? <rubah> weird <rubah> you'd think those would go like hotcakes
Legacy|00:00:00,01/01/01|<rubah> I nearly walked into a car with the license plate 271 DMG today <Lynxoma> XDDDD How much HP did you have?!? <rubah> <270 <Justanotherguy> phoenix down?
Legacy|00:00:00,01/01/01|<VampireCrono> o <Confeito> o
Legacy|00:00:00,01/01/01|<tan> I LOVE STUFF BEING SHOVED UP MY ASS
Legacy|00:00:00,01/01/01|<Confeito> 435 x 2 = 870 /3 = 290. <Neel> Confeito just calculated how much RAM it uses. It is self-aware. <Confeito> That's right. <Neel> RUN
Legacy|00:00:00,01/01/01|<CD|Away> so beat my cock off Neel =-= * CD|Away was booted from #eoff by Neel|irl (*beats CD's cock off*)
Legacy|00:00:00,01/01/01|<downuda> anyone from south africa here? yes? do u know John?
Legacy|00:00:00,01/01/01|<@Loony_BoB> I think it's time I did cl_out!
Legacy|00:00:00,01/01/01|<DJay> i hear shamans have to kill and eat a baby to attain an erection. <DJay> duuude, nice
Legacy|00:00:00,01/01/01|<Loony_BoB> I WISH I could touch Excel with my pole. <Vyk|Roam> Programophile
Legacy|00:00:00,01/01/01|<+Justanotherguy> Gotta hate rectal bleeding.
Legacy|00:00:00,01/01/01|* o_Away mixes Bert up an Homosexual Jebus.
Legacy|00:00:00,01/01/01|<Dixie> I <3 you RSL!!!! But not in that kind of way <RSL> Considering I'm over twice your age that's probably for the best.
Legacy|00:00:00,01/01/01|<VampireCrono> will febreeze fuck up my jeans <VampireCrono> they're like <VampireCrono> sanblasted <VampireCrono> or whatever <~o_O> xD <~o_O> Stonewashed?
Legacy|00:00:00,01/01/01|<@Denmark> I'm reserved about transoceanic relationships <@Denmark> especially considering my family :D <@o_O> You were conceived over the internet?
Legacy|00:00:00,01/01/01|<%Justanotherguy> you haven't lived until you've had an orgasm after developing rugburns on your foreskin.
Legacy|00:00:00,01/01/01|<Zack|Monster> I just had the best night ever. <Zack|Monster> Any of you guys ever had an explosive climax after a furious fapping session? Not the kind with a dead drunk hawt girl or a high class hooker, but the powerful destructive kind you can only achieve get between yourself and your own hand. <Zack|Monster> With nothing but my right hand, a box of tissues, some lube, and a good porno, I had reached levels of fappage I had never achieved before. And let me tell you... it was awesome. <Zack|Monster> My nut sac imploded with the force of a black hole. Then, from my shaft came shot after shot of pure ecstasy. It was like a fucking cannon. I don't know how long I was discharging. It was that awesome. <Zack|Monster> And you know that feeling you get right after you have your final sex scene with your favorite H-game girl right before the good ending? The feeling where you and the girl are covered in sweat, exhausted and collapsed on one another, gazing at each other in the eyes, saying "I love you" over and over again without uttering a single word? <Zack|Monster> The feeling that everything feels right with the world and nothing can change that? I had that feeling with my own right hand. MY OWN RIGHT HAND!!! <Zack|Monster> Sure, some days I may cheat on her with my left, but no one knows me better and no one knows how to hit those certain spots like my right hand does. I'm still in shock that none of the cannon fire didn't get onto the ceiling, but it is night so I need to make sure again in the morning. <Zack|Monster> But tonight, I'll sleep and dream good dreams. I am with the one I love. As long as my right hand is by my side, I need nothing more.
allie|10:12:50,20/06/10|<Agrias> i suck at shopping for balls anyways <Agrias> i always get the wrong size
allie|08:07:09,21/06/10|<Roogle> you tell me do things i done do... them
o_O|11:53:49,21/06/10|<Roogle> Austral Projection <Roogle> The power to appear in Oceania while maintaining your physical form elsewhere.
allie|10:28:34,22/06/10|<foa> where did Kishi come from? <Kishi> Behind, usually.
allie|10:41:34,22/06/10|<Roogle> describe the situation that led up to this lay
o_O|10:49:31,22/06/10|<foa> I can handle an attention whore. I can handle a whineyass piece of shit. <foa> You don't get to be both in the same day.
